KERNEL;PSNR;EXE_TIME;PSNR/EXE_TIME;NOISE_TIME
62;34.852447896920545;0.5401134490966797;64.528;90.19944357872009
63;34.89033064946892;0.5410492420196533;64.486;91.6611328125
64;34.92196471220429;0.5002169609069824;69.814;93.09980487823486
65;34.95718948078305;0.5548064708709717;63.008;94.55585026741028
66;34.983527153259885;0.5718681812286377;61.174;96.08039879798889
67;35.00860075188327;0.5736823081970215;61.024;97.4773497581482
68;35.03922560745753;0.5879306793212891;59.598;98.90287685394287
69;35.099708849993505;0.5907077789306641;59.42;100.34743070602417
70;35.12848685727501;0.6067063808441162;57.9;101.83192229270935
71;35.17892259862028;0.6084389686584473;57.818;103.23780751228333
72;35.20921769506903;0.6222641468048096;56.582;104.78257393836975
73;35.261278674346826;0.6241230964660645;56.497;106.2085931301117
74;35.327205710019726;0.6439111232757568;54.863;107.6565055847168
75;35.324339724567196;0.6433289051055908;54.909;109.13805913925171
76;35.351308164252785;0.6580250263214111;53.723;110.61203265190125
77;35.381489739334725;0.6618542671203613;53.458;111.97933793067932
78;35.40889217267338;0.6771299839019775;52.293;113.66398859024048
79;35.43375452639963;0.6803574562072754;52.081;115.46058177947998
80;35.46712748179448;0.6917648315429688;51.27;116.33405995368958
81;35.51127795362297;0.6927063465118408;51.265;117.78279662132263
82;35.524426496135895;0.7106854915618896;49.986;119.28805780410767
83;35.55367438239904;0.7107396125793457;50.023;120.76669692993164
84;35.59724541172329;0.7263779640197754;49.007;122.24023652076721
85;35.61897504751178;0.7262532711029053;49.045;123.7734637260437
86;35.65307965798408;0.7415211200714111;48.081;125.20316123962402
87;35.671320119912735;0.7429161071777344;48.015;126.6377387046814
88;35.704396132710066;0.7584617137908936;47.075;128.08044028282166
89;35.727837140275405;0.7581427097320557;47.125;129.54820442199707
90;35.75650702348534;0.776684045791626;46.037;130.9775631427765
91;35.76988839344358;0.7782659530639648;45.961;132.40906405448914
92;35.806962081314154;0.7950434684753418;45.038;133.91070222854614
93;35.835775047918865;0.7977678775787354;44.92;135.33515310287476
94;35.85011095483145;0.8132936954498291;44.08;136.8099594116211
