KERNEL;PSNR;EXE_TIME;PSNR/EXE_TIME;NOISE_TIME
1;11.934076890232625;0.013593196868896484;877.945;1.6484532356262207
2;14.7882350192323;0.025356769561767578;583.207;2.9755477905273438
3;16.375258551914424;0.028934001922607422;565.952;4.400571346282959
4;17.448535377731;0.0380704402923584;458.322;5.857319593429565
5;18.260770399493644;0.045899152755737305;397.845;7.338973522186279
6;18.893988442171224;0.05927109718322754;318.772;8.805761098861694
7;19.39793073128371;0.06299972534179688;307.905;10.262987852096558
8;19.81853070304223;0.07106971740722656;278.86;11.717057704925537
9;20.19357184959987;0.0830543041229248;243.137;13.212963581085205
10;20.512623921977852;0.10414314270019531;196.966;15.032469034194946
11;20.805898427996365;0.10494017601013184;198.264;16.516776084899902
12;21.039240127362806;0.12971019744873047;162.202;17.584887981414795
13;21.265598923815997;0.12299513816833496;172.898;19.067380905151367
14;21.466875632590202;0.1306018829345703;164.369;20.52332592010498
15;21.648484343919883;0.13463401794433594;160.795;21.987744569778442
16;21.79131139172874;0.13367629051208496;163.016;23.452078104019165
17;21.963110825596466;0.14897751808166504;147.426;24.915940284729004
18;22.0906323740493;0.16391706466674805;134.767;26.38852047920227
19;22.207847930929958;0.16705751419067383;132.935;27.84839963912964
20;22.330479460192343;0.1795945167541504;124.338;29.30733346939087
21;22.43244031147662;0.18394207954406738;121.954;30.749132871627808
22;22.552222559428607;0.19655966758728027;114.735;32.23087191581726
23;22.636038828941576;0.20096492767333984;112.637;33.71296191215515
24;22.714754410138905;0.2149193286895752;105.69;35.2063684463501
25;22.799121366505737;0.21712946891784668;105.002;36.63035774230957
26;22.89550732630085;0.2306675910949707;99.258;38.11806058883667
27;22.970872627836705;0.2334280014038086;98.407;39.61034679412842
28;23.03874280114985;0.24782466888427734;92.964;41.06985640525818
29;23.1054389243915;0.25106143951416016;92.031;42.50609374046326
30;23.156975329751116;0.2648637294769287;87.43;43.95656704902649
31;23.211230240735684;0.26729702949523926;86.837;45.35568571090698
32;23.275391770616537;0.2575700283050537;90.365;46.935062646865845
33;23.338712906211082;0.28553032875061035;81.738;48.37666916847229
34;23.37551004074319;0.2989320755004883;78.197;49.84308433532715
35;23.438335966012687;0.3019418716430664;77.625;51.25465273857117
36;23.47466697052934;0.31603121757507324;74.28;52.96165323257446
37;23.51668611741594;0.3179323673248291;73.968;54.177210330963135
38;23.558499266885505;0.3327617645263672;70.797;55.74079203605652
39;23.607502942572264;0.3352470397949219;70.418;57.32936215400696
40;23.648574291590144;0.34920477867126465;67.721;58.61340928077698
41;23.681193316502345;0.35228967666625977;67.221;60.06522512435913
42;23.70993544891357;0.365034818649292;64.953;61.598365783691406
43;23.7522072637792;0.366408109664917;64.824;63.05845832824707
44;23.780846503876532;0.384232759475708;61.892;64.49538898468018
45;23.8250477018957;0.38602280616760254;61.719;65.97604608535767
46;23.844040111654685;0.39872241020202637;59.801;67.45599460601807
47;23.87287847982757;0.4003915786743164;59.624;68.86096858978271
48;23.905771110466702;0.41753649711608887;57.254;70.32847309112549
49;23.934676064356772;0.4200925827026367;56.975;71.77748394012451
50;23.959573712250297;0.43541598320007324;55.027;73.29989528656006
51;23.996408096470383;0.43578314781188965;55.065;74.76323223114014
52;24.015179586580082;0.4541325569152832;52.881;76.23262095451355
53;24.037424739470637;0.4574441909790039;52.547;77.69056916236877
54;24.055301620998897;0.4700155258178711;51.18;79.25595426559448
55;24.083773041539228;0.4712977409362793;51.101;80.61939454078674
56;24.09574009529068;0.48569273948669434;49.611;82.06703805923462
57;24.129593460994162;0.48949718475341797;49.295;83.49960041046143
58;24.144803444377768;0.5027096271514893;48.029;84.99558424949646
59;24.16460627002577;0.5046319961547852;47.886;86.4359188079834
60;24.19808781712069;0.5191493034362793;46.611;87.95452785491943
61;24.212200075461567;0.5238447189331055;46.22;89.56145429611206
62;24.22681336504978;0.5327556133270264;45.475;90.83822679519653
63;24.257930773611555;0.5365355014801025;45.212;92.5019063949585
64;24.265455264533045;0.5022985935211182;48.309;93.7192759513855
65;24.277923380914995;0.5544476509094238;43.788;95.2675108909607
66;24.293139548377045;0.5691063404083252;42.686;96.76341462135315
67;24.304205918256944;0.5705108642578125;42.601;98.19948935508728
68;24.331530766373547;0.5859720706939697;41.523;99.6671941280365
69;24.343155181830166;0.5872704982757568;41.451;101.12536239624023
70;24.363126697751504;0.605478048324585;40.238;102.60136270523071
71;24.369137589625886;0.6060118675231934;40.212;104.11730337142944
72;24.39399600583283;0.6245577335357666;39.058;105.58367037773132
73;24.402269241692636;0.6278214454650879;38.868;107.1716799736023
74;24.41183022311758;0.643817663192749;37.917;108.72443318367004
75;24.430168727744118;0.6470439434051514;37.757;109.95428490638733
76;24.434430771910655;0.659904956817627;37.027;111.44256663322449
77;24.45425403276718;0.6615679264068604;36.964;112.83762907981873
78;24.462167448375478;0.6758475303649902;36.195;114.37197470664978
79;24.47607771638351;0.6740655899047852;36.311;115.75691390037537
80;24.487645941121315;0.6918401718139648;35.395;117.27260065078735
81;24.500874499398357;0.6941633224487305;35.296;118.8312075138092
82;24.50836875620292;0.7090096473693848;34.567;120.28930807113647
83;24.51213849548917;0.7106828689575195;34.491;121.65858316421509
84;24.526523231144793;0.7232561111450195;33.911;123.23356795310974
85;24.54631140894902;0.7252180576324463;33.847;124.71301412582397
86;24.553994503488127;0.7423231601715088;33.077;126.17207789421082
87;24.559069354094905;0.7438592910766602;33.016;127.67529582977295
88;24.574188566822485;0.7575173377990723;32.44;129.100839138031
89;24.573955907797366;0.7588169574737549;32.385;130.55219340324402
90;24.589954696741327;0.774024486541748;31.769;131.97716999053955
91;24.598401772060466;0.7745904922485352;31.757;133.46976161003113
92;24.611309054513843;0.7950069904327393;30.957;134.9646236896515
93;24.619562006577635;0.7956945896148682;30.941;136.41740465164185
94;24.62688245797755;0.8099696636199951;30.405;137.8854079246521
