KERNEL;PSNR;EXE_TIME;PSNR/EXE_TIME;NOISE_TIME
1;21.93895148502679;0.016881704330444336;1299.57;1.615537405014038
2;24.90443893078971;0.025118350982666016;991.484;3.136303186416626
3;26.6640240300792;0.04246878623962402;627.85;4.515486478805542
4;27.930346728371376;0.04579949378967285;609.84;6.071312189102173
5;28.831689407724195;0.06540584564208984;440.812;7.498344898223877
6;29.5880185791132;0.0701296329498291;421.905;8.680556774139404
7;30.28456340989581;0.0845034122467041;358.383;10.148882627487183
8;30.83066093002281;0.08244538307189941;373.953;11.582707166671753
9;31.297647646818266;0.1071159839630127;292.185;13.019416809082031
10;31.756830455477576;0.11328768730163574;280.32;14.480618238449097
11;32.13629504904994;0.12846708297729492;250.152;15.91874623298645
12;32.43842100756748;0.13659358024597168;237.481;17.361976385116577
13;32.80901814245436;0.14901232719421387;220.177;18.806294679641724
14;33.11508962429703;0.15700531005859375;210.917;20.208338022232056
15;33.36185364392593;0.1712343692779541;194.832;21.69017004966736
16;33.67928581131751;0.16017818450927734;210.261;23.112587928771973
17;33.85501510780696;0.19337153434753418;175.078;24.56434679031372
18;34.082627014753534;0.20081806182861328;169.719;26.030868530273438
19;34.30784126289374;0.21599388122558594;158.837;27.442490816116333
20;34.51217746246834;0.22275948524475098;154.93;28.916054725646973
21;34.68348643683319;0.23737645149230957;146.112;30.32147526741028
22;34.88893998250015;0.24555253982543945;142.083;31.96415638923645
23;35.025177999208346;0.2595195770263672;134.962;33.241334676742554
24;35.211752811815415;0.26821374893188477;131.282;34.66294598579407
25;35.347755229937306;0.2814664840698242;125.584;36.11982297897339
26;35.4865839773197;0.2908337116241455;122.017;37.490453481674194
27;35.670720454829514;0.3040015697479248;117.337;39.208521366119385
28;35.790145633501915;0.3138570785522461;114.033;40.4572479724884
29;35.88451929889346;0.3263368606567383;109.962;42.10835909843445
30;36.01109210045446;0.3349933624267578;107.498;43.33037352561951
31;36.13461071436615;0.34755897521972656;103.967;44.7767379283905
32;36.338375353099536;0.3165113925933838;114.809;46.2324583530426
33;36.35091748948264;0.3710007667541504;97.981;47.69548583030701
34;36.42310680695503;0.377547025680542;96.473;49.12052011489868
35;36.581989270190746;0.39284825325012207;93.12;50.57966613769531
36;36.69440188253094;0.3988070487976074;92.01;52.01907420158386
37;36.83551236839282;0.4143993854522705;88.889;53.46218776702881
38;36.89128676459096;0.421100378036499;87.607;54.902435064315796
39;36.96326361102691;0.443251371383667;83.391;57.24247741699219
40;37.01323011146697;0.4422874450683594;83.686;57.83944392204285
41;37.08905566773609;0.4587893486022949;80.841;59.29977893829346
42;37.23432201512543;0.46447181701660156;80.165;60.69463658332825
43;37.33545966257927;0.47864222526550293;78.003;62.16138792037964
44;37.45683067114105;0.48635172843933105;77.016;63.619882106781006
45;37.490463186572455;0.5004899501800537;74.908;65.1649956703186
46;37.55082246493648;0.5081944465637207;73.891;66.85937976837158
47;37.61913021999716;0.5226821899414062;71.973;68.32970833778381
48;37.68533955242078;0.5292489528656006;71.205;69.67746210098267
49;37.71164615140642;0.546952486038208;68.949;71.46468591690063
50;37.7620894246977;0.5519382953643799;68.417;72.61237406730652
51;37.78196504921053;0.5665063858032227;66.693;74.03093385696411
52;37.89528314544445;0.5753688812255859;65.863;75.53901600837708
53;38.04435168194695;0.5912096500396729;64.35;77.0208511352539
54;38.11043555120772;0.5980629920959473;63.723;78.58171367645264
55;38.2343660883231;0.6144940853118896;62.221;79.8770022392273
56;38.26438114960758;0.6201887130737305;61.698;81.31100797653198
57;38.30655973226941;0.6366889476776123;60.165;83.11340498924255
58;38.351791178023184;0.6420261859893799;59.736;84.2039897441864
59;38.38205408270834;0.6572849750518799;58.395;85.8913345336914
60;38.43927395895291;0.6634883880615234;57.935;87.09232258796692
61;38.493666071017124;0.6773779392242432;56.827;88.57012510299683
62;38.54549267403685;0.6852297782897949;56.252;90.01897430419922
63;38.57661122595462;0.6999900341033936;55.11;91.43542218208313
64;38.672149516436434;0.6312992572784424;61.258;92.95702958106995
65;38.634104438922314;0.7221839427947998;53.496;94.45441603660583
66;38.654305679249894;0.7300810813903809;52.945;95.7732994556427
67;38.69358029633092;0.7465276718139648;51.831;97.32341480255127
68;38.720014174157924;0.751997709274292;51.49;98.74715662002563
69;38.78314743026638;0.7652041912078857;50.683;100.20460200309753
70;38.89679985797179;0.7743732929229736;50.23;101.71390438079834
71;38.94859285197609;0.7868738174438477;49.498;103.1670753955841
72;39.00862482766351;0.7949213981628418;49.072;104.51044368743896
73;39.09048521217506;0.8094818592071533;48.291;106.00724267959595
